disease_id,disease_name
MONDO_0019465,nodal marginal zone B-cell lymphoma
MONDO_0019472,extranodal nasal NK/T cell lymphoma
MONDO_0019497,nonsyndromic genetic hearing loss
MONDO_0019499,Turner syndrome
MONDO_0019508,van der Woude syndrome
MONDO_0019516,exudative vitreoretinopathy
MONDO_0019542,acute liver failure
MONDO_0019573,autosomal recessive cutis laxa type 2
MONDO_0019587,autosomal dominant nonsyndromic hearing loss
MONDO_0019588,"hearing loss, autosomal recessive"
MONDO_0019591,panhypopituitarism
MONDO_0019701,chondrodysplasia punctata
MONDO_0019719,congenital anomaly of kidney and urinary tract
MONDO_0019736,dense deposit disease
MONDO_0019878,3q26 microduplication syndrome
MONDO_0019952,congenital myopathy
MONDO_0020066,Ehlers-Danlos syndrome
MONDO_0020121,muscular dystrophy
MONDO_0020310,familial focal epilepsy with variable foci
MONDO_0020367,juvenile open angle glaucoma
MONDO_0020379,early-onset zonular cataract
MONDO_0020507,leukoencephalopathy with vanishing white matter 1
MONDO_0020546,acute graft versus host disease
MONDO_0021187,hyperlipidemia
MONDO_0021454,benign neoplasm of eye
MONDO_0021533,intestinal neuroendocrine tumor G1
MONDO_0021574,oocyte maturation defect 3
MONDO_0021661,coronary atherosclerosis
MONDO_0022113,central centrifugal cicatricial alopecia
MONDO_0022672,autosomal dominant cataract
MONDO_0023662,lymphatic malformation 10
MONDO_0024533,"pulmonary hypertension, primary, 1"
MONDO_0024573,familial hypertrophic cardiomyopathy
MONDO_0024647,urolithiasis
MONDO_0025193,oculopharyngodistal myopathy
MONDO_0026045,prurigo nodularis
MONDO_0030492,spermatogenic failure 59
MONDO_0030673,"spastic paraplegia 86, autosomal recessive"
MONDO_0030870,premature ovarian failure 17
MONDO_0030894,"AMED syndrome, digenic"
MONDO_0032609,"mitochondrial complex I deficiency, nuclear type 4"
MONDO_0032655,visual impairment and progressive phthisis bulbi
MONDO_0032753,"spastic ataxia 9, autosomal recessive"
MONDO_0032913,"congenital heart defects, multiple types, 7"
MONDO_0033549,optic atrophy 12
MONDO_0033618,Vissers-Bodmer syndrome
MONDO_0037821,porphyrin metabolism disease
MONDO_0041052,postherpetic neuralgia
MONDO_0042983,neurocutaneous syndrome
MONDO_0043797,spinal cord injury
MONDO_0043839,ulcer disease
MONDO_0044723,3-methylglutaconic aciduria type 8
MONDO_0044917,T-lymphoblastic lymphoma
MONDO_0044970,mitochondrial disease
MONDO_0054691,"immunodeficiency, common variable, 14"
MONDO_0054727,spermatogenic failure 23
MONDO_0054764,neurodegeneration with brain iron accumulation 8
MONDO_0100062,genetic developmental and epileptic encephalopathy
MONDO_0100096,COVID-19
MONDO_0100133,mitochondrial complex I deficiency
MONDO_0100172,"intellectual disability, autosomal dominant"
MONDO_0100224,"mitochondrial complex I deficiency, nuclear type 1"
MONDO_0100247,multiple congenital anomalies-hypotonia-seizures syndrome
MONDO_0100288,enhanced S-cone syndrome
MONDO_0100319,COVID-19–associated multisystem inflammatory syndrome in adults
MONDO_0100342,malignant glioma
MONDO_0100491,generalized pustular psoriasis
MONDO_0100493,autosomal recessive titinopathy
MONDO_0700066,myopathy caused by variation in FKRP
MONDO_0800025,Teebi hypertelorism syndrome 1
MONDO_0800130,autoinflammatory syndrome with immunodeficiency
MONDO_0800195,achalasia-alacrima syndrome
MONDO_0800461,COL4A1-related disorder
MONDO_0859160,"mitochondrial complex IV deficiency, nuclear type 22"
MONDO_0859182,"Short stature, Dauber-Argente type"
MONDO_0859194,Boudin-Mortier syndrome
MONDO_0859222,"heterotaxy, visceral, 12, autosomal"
MONDO_0859233,"epidermolysis bullosa, junctional 6, with pyloric atresia"
MONDO_0859252,neurodevelopmental disorder with poor growth and skeletal anomalies
MONDO_0859281,intellectual developmental disorder with autism and dysmorphic facies
MONDO_0859305,neurodevelopmental disorder with eye movement abnormalities and ataxia
MONDO_0859336,"muscular dystrophy, congenital, with or without seizures"
MONDO_0859360,"spinocerebellar ataxia, autosomal recessive 33"
MONDO_0859520,"mitochondrial complex IV deficiency, nuclear type 23"
MONDO_0859521,oocyte maturation defect 14
MONDO_0859531,"neurodevelopmental disorder with language delay and behavioral abnormalities, with or without seizures"
MONDO_0957318,"nephrolithiasis, calcium oxalate"
MONDO_0958176,oculopharyngeal muscular dystrophy 1
MONDO_0958227,polydactyly-macrocephaly syndrome
MONDO_0958324,"generalized epilepsy with febrile seizures plus, type 12"
MONDO_0971173,autoinflammation with arthritis and vasculitis
MONDO_0975877,neurodevelopmental disorder with variable familial hypercholanemia
MONDO_0976129,premature ovarian failure 26
MP_0001845,inflammation
OBA_0000061,circulating fibrinogen levels
OBA_0002272,reticulocyte amount
OBA_0003277,platelet volume
OBA_0003352,lymphocyte amount
OBA_0003460,erythrocyte volume
OBA_0003747,glomerular filtration rate
OBA_0003784,"chromosome, telomeric region length"
OBA_0004528,fat pad mass
OBA_1000032,hip circumference
OBA_1000110,bone tissue density
OBA_1000199,von Willebrand factor quality
OBA_1000840,alcohol consumption quality
OBA_1000942,alpha-fetoprotein level
OBA_1000959,chloride level
OBA_1000968,vitamin D level
OBA_1000983,Thyroid stimulating hormone level
OBA_1001005,creatine level
OBA_1001010,thyroxine level
OBA_1001011,phospholipid level
OBA_1001085,waist circumference
OBA_1001086,QRS duration
OBA_1001087,heart rate
OBA_2040171,sleep duration trait
OBA_2040179,level of phosphatidylcholine
OBA_2040180,level of phosphatidylethanolamine
OBA_2040181,level of phosphatidylinositol
OBA_2040284,level of interleukin-18 receptor 1 in blood serum
OBA_2040325,level of interleukin-1 receptor-associated kinase 4 in blood serum
OBA_2040420,level of ubiquitin-conjugating enzyme E2 D1 in blood serum
OBA_2040564,"level of succinate-semialdehyde dehydrogenase, mitochondrial in blood serum"
OBA_2040579,level of protein AMBP in blood serum
OBA_2040682,level of actin-related protein 2/3 complex subunit 3 in blood serum
OBA_2041211,level of NADH-cytochrome b5 reductase 2 in blood serum
OBA_2041446,level of eukaryotic translation initiation factor 3 subunit B in blood serum
OBA_2041447,level of eukaryotic translation initiation factor 3 subunit G in blood serum
OBA_2041559,level of F-box only protein 48 in blood serum
OBA_2041572,level of protein FEV in blood serum
OBA_2041578,level of fibroblast growth factor receptor-like 1 in blood serum
OBA_2041644,level of Ras GTPase-activating protein-binding protein 1 in blood serum
OBA_2041808,level of glutathione S-transferase omega-1 in blood serum
OBA_2041840,level of hemoglobin subunit delta in blood serum
OBA_2041845,level of hematopoietic lineage cell-specific protein in blood serum
OBA_2041919,level of haptoglobin in blood serum
OBA_2042103,level of killer cell immunoglobulin-like receptor 2DL1 in blood serum
OBA_2042183,level of low density lipoprotein receptor adapter protein 1 in blood serum
OBA_2042367,level of MICAL-like protein 2 in blood serum
OBA_2042538,level of protein NDRG4 in blood serum
OBA_2042861,level of 6-phosphogluconolactonase in blood serum
OBA_2043450,level of septin-5 in blood serum
OBA_2044228,level of cathelicidin antimicrobial peptide in blood serum
OBA_2044852,level of UPF0235 protein C15orf40 in blood serum
OBA_2044912,level of uncharacterized protein C12orf76 (human) in blood serum
OBA_2045096,level of Phosphatidylcholine (18:0_22:5) in blood serum
OBA_2045106,level of Phosphatidylcholine (18:2_18:2) in blood serum
OBA_2045206,level of serum globulin type protein
OBA_2045210,brain attribute
OBA_2045223,myeloid leukocyte count
OBA_2045224,visceral adipose tissue quantity
OBA_2045231,height growth attribute
OBA_2045260,red blood cell density
OBA_2045267,cerebral cortex area attribute
OBA_2045276,erythrocyte attribute
OBA_2045295,brain connectivity attribute
OBA_2045344,C-C motif chemokine 15 level
OBA_2050009,brain volume
OBA_2050020,nucleus accumbens volume
OBA_2050033,liver volume
OBA_2050062,serum alanine aminotransferase amount
OBA_2050065,serum urea amount
OBA_2050068,serum albumin amount
OBA_2050078,blood metabolite level
OBA_2050092,serum metabolite level
OBA_2050094,blood sodium bicarbonate amount
OBA_2050096,serum creatinine amount
OBA_2050113,LDL particle size
OBA_2050114,VLDL particle size
OBA_2050115,HDL particle size
OBA_2050116,smoking behavior trait
OBA_2050131,vascular endothelial growth factor A level
OBA_2050135,growth differentiation factor 15  level
OBA_2050154,fibroblast growth factor 2  level
OBA_2050200,prostate specific antigen amount
OBA_2050296,chylomicron amount
OBA_2050338,level of oxylipin in blood plasma
OBA_VT0000188,blood glucose amount
OBA_VT0000217,leukocyte quantity
OBA_VT0001253,body height
OBA_VT0002095,skin pigmentation
OBA_VT0002233,nose morphology trait
OBA_VT0003179,platelet quantity
OBA_VT0004257,placenta mass
OBA_VT0005144,blood VLDL cholesterol amount
OBA_VT0005265,blood urea nitrogen amount
OBA_VT0005416,blood protein amount
OBA_VT0006216,optic disc size trait
OBA_VT0010046,fatty acid amount
OBA_VT0010482,body fat mass
OBA_VT0015058,brain physiology trait
Orphanet_100985,Autosomal dominant spastic paraplegia type 4
Orphanet_101063,Situs inversus totalis
Orphanet_102014,Autosomal dominant limb-girdle muscular dystrophy
Orphanet_124,Blackfan-Diamond anemia
Orphanet_135,CACH syndrome
Orphanet_137667,Capillary malformation - arteriovenous malformation
Orphanet_139450,Microtia - eye coloboma - imperforation of the nasolacrimal duct
Orphanet_140162,Inherited cancer-predisposing syndrome
Orphanet_140944,CLOVE syndrome
Orphanet_163649,"Spondyloepiphyseal dysplasia, Nishimura type"
Orphanet_168588,Hyperandrogenism due to cortisone reductase deficiency
Orphanet_169150,Immunodeficiency due to a late component of complements deficiency
Orphanet_183539,Genetic renal or urinary tract malformation
Orphanet_1872,Cone rod dystrophy
Orphanet_1930,Herpetic encephalitis
Orphanet_227535,Hereditary breast cancer
Orphanet_228337,CLN10 disease
Orphanet_240071,Classical progressive supranuclear palsy
Orphanet_247794,Juvenile cataract - microcornea - renal glucosuria
Orphanet_264675,Congenital pulmonary alveolar proteinosis
Orphanet_275517,Autoimmune lymphoproliferative syndrome with recurrent viral infections
Orphanet_277,Severe combined immunodeficiency due to adenosine deaminase deficiency
Orphanet_2783,Autosomal dominant osteopetrosis type 1
Orphanet_2850,Alopecia-intellectual disability syndrome
Orphanet_285014,Rare disease with thoracic aortic aneurysm and aortic dissection
Orphanet_2924,Isolated polycystic liver disease
Orphanet_300751,Familial dilated cardiomyopathy with conduction defect due to LMNA mutation
Orphanet_309005,Disorder of lipid metabolism
Orphanet_309515,Disorder of glycosphingolipid and glycosylphosphatidylinositol anchor glycosylation
Orphanet_314603,Autosomal recessive spastic ataxia with leukoencephalopathy
Orphanet_3157,Septo-optic dysplasia
Orphanet_319547,Mendelian susceptibility to mycobacterial diseases due to complete IFNgammaR2 deficiency
Orphanet_324262,Autosomal recessive congenital cerebellar ataxia due to MGLUR1 deficiency
Orphanet_352670,Autosomal dominant intermediate Charcot-Marie-Tooth disease type F
Orphanet_352675,X-linked Charcot-Marie-Tooth disease type 6
Orphanet_352709,CLN13 disease
Orphanet_35696,Mitochondrial disorder due to a defect in mitochondrial protein synthesis
Orphanet_404469,Female infertility due to fertilization defect
Orphanet_411602,Hereditary late-onset Parkinson disease
Orphanet_552,MODY
Orphanet_590,Congenital myasthenic syndromes
Orphanet_70595,Sensory ataxic neuropathy - dysarthria - ophthalmoparesis
Orphanet_733,Familial adenomatous polyposis
Orphanet_777,X-linked non-syndromic intellectual disability
Orphanet_79095,Congenital bile acid synthesis defect type 4
Orphanet_79478,Griscelli disease type 3
Orphanet_871,Familial progressive cardiac conduction defect
Orphanet_88628,Posterior column ataxia - retinitis pigmentosa
Orphanet_903,Von Willebrand disease
Orphanet_912,Zellweger syndrome
Orphanet_93592,Juvenile nephronophthisis
Orphanet_95494,"Combined pituitary hormone deficiencies, genetic forms"
Orphanet_96210,Rare genetic deafness
Orphanet_97548,Ivemark syndrome
Orphanet_988,Absent tibia - polydactyly
Orphanet_98992,Partial congenital cataract
Orphanet_98993,Posterior polar cataract
Orphanet_98994,Total congenital cataract
Orphanet_99817,Non-polyposis Turcot syndrome
